medium,filmwebId,polishTitle,originalTitle,year,userRating,viewDate,comment
film,720886,Nice Guys. Równi goście,The Nice Guys,2016,4,20201124,"Fatalnie napisany, crowe niby gra dobrze etc. Ale ciężko mi było z seansu czerpać przyjemność, po prostu, intryga nieciekawa, dialogi nieciekawe, słaby film."
film,7705,Miasteczko Halloween,The Nightmare Before Christmas,1993,9,20200921,Spore zaskoczenie jak bardzo pełny ten film jest nawiązań kulturowych i wykonanie praktycznie zapięte na ostatni guzik
film,841602,Wiking,The Northman,2022,8,20220522,"Nawet jeśli trochę zbyt teatralny i ujęty w pewnych ryzach, jest to widowisko warte uwagi i ciekawe z mocnym zaakcentowaniem folkloru"
film,668,Książę Egiptu,The Prince of Egypt,1998,7,20200923,Jest dobry ale nic ponad to.
film,375719,Księżniczka i Żaba,The Princess and the Frog,2009,9,20201205,"Bardzo fajny twister amerykański, sporo contentu do odpakowania, porządna jakość animacji, chciałbym do Nowego Orleanu wpaść po obejrzeniu tego :)"
film,650295,The Prophet,The Prophet,2014,8,20210317,"Hipnotyzujące sekwencje poetyckie podbijają strasznie wartość produkcji, która bez nich jest zaledwie strasznie średnia"
film,40130,The Quiet Earth,The Quiet Earth,1985,7,20210320,Bardzo unikalny wgląd w nową zelandię sprzed kilku dekad. Sam film ma dość koherentną strukturę choć miewa drobne momenty słabości. Niektóre zdjęcia są piękne.
film,125494,Bernard i Bianka,The Rescuers,1977,7,20211028,Nierówny ale odpala z czasem i pod koniec
film,122630,Bernard i Bianka w krainie kangurów,The Rescuers Down Under,1990,6,20211024,"Na początku mocno średnio, potem robi się już nieźle, ale wciąż są tam dziury i nie do końca podomykane to jest odpowiednio"
film,586583,Zjawa,The Revenant,2015,9,20180115,"Zrobili z Leonarda Bear Gryllsa. Do tego zdjęcia naprawdę primo, i klimat, i gra aktorska. Jak dla mnie film się jednak wybija."
film,964,Droga do El Dorado,The Road to El Dorado,2000,6,20201123,Dosyć płytka historia i z tym miałem największy problem
film,31985,Genialny klan,The Royal Tenenbaums,2001,5,20211025,"To nie jest ten typ filmu, który mi podchodzi - niby komedia, niby nie wiadomo co to jest, fajny styl ale samym stylem ciężko dobry film odpalić"
film,267899,Sekret księgi z Kells,The Secret of Kells,2009,7,20210331,"Jest porządnie, choć brakuje jakiejś takiej magii, która się sporadycznie pojawia, lecz nie jest w centrum uwagi"
film,119073,Dzielna pani Brisby,The Secret of NIMH,1982,8,20230729,"Bardzo fajnie zrealizowana animacja, czego tu chcieć więcej :)"
film,457184,Ulica,The Street,1976,7,20211107,Jedna z lepszych malowanych animacji jakie widziałem z dosyć raczej niezbyt ciekawą linią fabularną
film,751753,Legion samobójców 2,The Suicide Squad,2021,7,20221106,Z początku średni ale nawet koniec końców z tego coś wyszło a efekty mniam mniam
film,850581,Super Mario Bros. Film,The Super Mario Bros. Movie,2023,6,20230422,"Bardzo kolorowy i cała masa dobrej roboty wbita w film, ale jest to praktycznie cukier, lukier i cała mas, która w sumie nie poraża i nie ma wielkiego znaczenia"
film,6909,Księżniczka łabędzi,The Swan Princess,1994,6,20201011,"Jest to film dobrze wykonany, lecz po prostu poprawny, nic szczególnie mnie nie zaskoczyło więc oczko niżej ocenione"
film,34795,The Tracker,The Tracker,2002,5,20230408,"Film, który z czasem się robi spłaszczony - fabularnie oczekiwałem czegoś poważniejszego."
film,812189,The Turning Point,The Turning Point,2020,8,20210425,"Znakomity short z mocną, moralizatorską treścią, bardzo wysokiej jakości wykonanie i daje trochę do myślenia, choć brakuje czegoś ekstra"
film,836600,Dwóch papieży,The Two Popes,2019,7,20210121,"Niezły, choć bez fajerwerków, to ogląda się całkiem w porządku"
film,868478,Wieloryb,The Whale,2022,8,20230123,"Pan Fraser tutaj osiągnął wyżyny galaktyczne, w filmie, który jest dobry, potyka się, nie do końca dobrze komponuje, ale lewituje Fraserem i pewnymi momentami."
film,867501,Wiedźmin: Zmora Wilka,The Witcher: Nightmare of the Wolf,2021,5,20210830,"Osiąga momentami bardzo wysokie haje, technicznie świetny, ale cierpi na sraczkę - tempo zbyt wysokie i nie czuć wiedźmina, szkoda, zmarnowany wysoki potencjał."
film,852771,The Wrong Rock,The Wrong Rock,2018,8,20210415,Bardzo śliczna animacja z rewelacyjnymi pomysłami
film,239166,Aż poleje się krew,There Will Be Blood,2007,9,20201017,"Klimat i atmosferę można wręcz gryźć tak gęste. Rozpiętość fabularna robi wrażenie, również kompletność tejże. Świetna gra aktorska i pewnego rodzaju naturalizm"
film,836441,Thor: Miłość i grom,Thor: Love and Thunder,2022,9,20220706,"Nie bierze siebie na serio, lecz świetnie jest napisany, efektowny, puszka fandomowskiej pandory, przy której zabawa jest naprawdę przednia."
film,767406,"Trzy billboardy za Ebbing, Missouri","Three Billboards Outside Ebbing, Missouri",2017,6,20210102,"Bardzo chciałem polubić ten film, niby coenowski, niby ambitniejszy, ale to wszystko jakoś ugrzęzło bez celu, z zagmatwanymi gagami, choć niezłymi momentami."
film,829316,Trzy tysiące lat tęsknoty,Three Thousand Years of Longing,2022,7,20220901,"Fabuła o fabułach, rozpaćkana na lepsze i gorsze epizody, z dosyć piękną warstwą artystyczną, lecz skomplikowaną głębią i problemami z rozbudowaniem struktury."
film,218880,Kapryśna chmura,Tian bian yi duo yun,2005,8,20220717,"Miks który czasem hipnozuje, czasem zachwyca, czasem nie ma sensu, czasem nie zachwyca, a czasem jest dziwnie mało smaczny - w ostateczności świetne i dziwne."
film,10000615,Bilet do raju,Ticket to Paradise,2022,7,20220922,"Całkiem przyjemny choć kiedy robi się poważny to trochę gorzej się ogląda, ogółem przyjemne widowisko i ciekawa kulturalna fuzja."
film,603668,Toaru Hikūshi e no Tsuioku,Toaru Hikūshi e no Tsuioku,2011,6,20201024,"W zasadzie nie jest zły, ale trochę zbyt płytki, z kliszami i nawet jeśli pozbawiony głębi, to chciałbym widzieć jakieś fajerwerki, których pozbawiony był"
film,107897,Rodzice chrzestni z Tokio,Tokyo Godfathers,2003,9,20210511,"Co za niesamowity oryginalny scenariusz, absolutnie fenomenalnie napisany i wykonany, i do ostatniej kropki przemyślany, geniusz Satoshi Kona w czystej postaci."
film,1010,Top Gun,Top Gun,1986,8,20230110,Zaskakująco świeże widowisko
film,602101,Top Gun: Maverick,Top Gun: Maverick,2022,8,20220528,"No, udało im się zrobić bardzo ekscytujący film, trochę latami 80tymi zalatujący ale robiący to naprawdę umiejętnie i we współczesnym stylu i rozwiązaniach"
film,97794,"Ci, którzy nadepnęli tygrysowi na ogon",Tora no o wo fumu otokotachi,1945,8,20210426,"Wyczucie nastroju, tempo i reżyseria znakomite. Nie jest to jakaś wielka historia, ale kunszt wykonawczy już od samego początku całkiem robi wrażenie."
film,393374,Tori no Uta,Tori no Uta,2007,8,20210316,"wow, jaka struktura, dosyć fascynujące dla mnie jak amatorskie dosyć wykonanie, jest w stanie porazić pięknością stylistyki wizualnej i fabularnej"
film,656573,Daleko na północy,Tout en Haut du Monde,2015,7,20210318,"Porządny, fajerwerków nie oczekując, ale gra odpowiednie noty i ciężko się przyczepić lecz też serio brakuje mocniejszych not"
film,632733,Toy Story 4,Toy Story 4,2019,7,20190818,"Jest ok, ale nie wybija się niestety niczym. Świetny marketing z kolei ( :"
film,714182,Toy Story: Prehistoria,Toy Story That Time Forgot,2014,5,20211003,"coś tam błyska, ale czasu chyba nie starczyło na coś więcej :)"
film,669622,Toy Story: Horror,Toy Story of Terror,2013,6,20211003,"Całkiem spoko, lekki, czuć toy story, ale bez szału"
film,31686,Dzień próby,Training Day,2001,7,20210120,W sumie fajny ale ze zbyt dużym naciskiem na sensacyjny
film,11171,Tramwaj,Tramwaj,1966,7,20210505,"Coś tam jest, ale nie do końca, satysfakcjonuje rozbudowa, ale nie druga połowa"
film,32254,Planeta skarbów,Treasure Planet,2002,8,20211020,"Trochę inny disney, bardzo kreatywny, ciekawy take na quasi futuro-steampunkowy świat"
film,117073,Tren zbója,Tren zbója,1967,8,20201015,Wizualna ambrozja
film,549801,Trigun: Badlands Rumble,Trigun: Badlands Rumble,2010,7,20200818,"Raczej średnio fabularnie, ale sceny akcji są fajne :)"
film,1160,Trzy kolory: Biały,Trois couleurs Blanc,1994,8,20200918,"Ogółem gorszy od niebieskiego, ale progresja fabularna świetna i ze znakomitym, absolutnie kapitalnym zwieńczeniem"
film,1161,Trzy kolory: Niebieski,Trois couleurs Bleu,1993,8,20200918,"Błyskotliwa reżyseria, fajna warstwa artystyczna"
film,1162,Trzy kolory: Czerwony,Trois couleurs: Rouge,1994,8,20200918,"Świetna kinematografia, ciekawy chwyty i zawiłości"
film,11220,Trzecia część nocy,Trzecia część nocy,1971,6,20240630,"Zaczyna się naprawdę nieźle, warsztatowo bardzo dobrze ale potem meandruje gdzieś gdzie mi się wydawało bez sensu"
film,866841,To nie wypanda,Turning Red,2022,5,20220319,"Charfx wyśmienity, ale historia blednie powierzchownością, próbuje się przebić czymś więcej, ale im dalej w las, tym mniej paradoksalnie zachwyca."
film,10016709,Tár,Tár,2022,9,20230202,"Kapitalny mariaż subtelności wszelakich, w punkt i meandruje wszerz najróżniejszych zawiłości, ale trochę trafił donikąd i brakuje punktu nad i."
film,279778,Tōi Sekai,Tōi Sekai,1997,7,20210621,"Bardzo fajna stylistyka, jeśli nie zwracać uwagi na dosyć standardową merytoryczna zawartość"
film,110814,Tokijska opowieść,Tōkyō Monogatari,1953,6,20201125,"W założeniach niezły, ale strasznie się dłuży a tradycyjna reżyseria niestety nuży, czas na pewno nie zadziałał na korzyść tej niezłej obyczajówki"
film,786242,"Uchiage Hanabi, Shita kara Miru ka? Yoko kara Miru ka?","Uchiage Hanabi, Shita kara Miru ka? Yoko kara Miru ka?",2017,7,20201016,"Mi się scenariusz w sumie podobał, choć miał momenty słabości, ładne kolorki też choć stosunkowo prosta historia"
film,200167,Ucho,Ucho,1970,9,20220402,"Zręcznie napisany i wykonany, kiedy już widz myśli że seans się kończy, odpala bardziej i dolatuje do celu - fantastyczny thriller i z lepszych politycznych."
film,1181,"Ucieczka z kina ""Wolność""","Ucieczka z kina ""Wolność""",1990,9,20200928,"Uuu jakie mezaliansy narracyjne, materia się ożywiła :)"
film,635169,Układ zamknięty,Układ zamknięty,2013,7,20220501,Trochę naciągana ocena bo i film przeciągany lecz dobrze zrealizowany z dobrym zakończeniem i z elementami opartymi na faktach
film,724413,Nasza młodsza siostra,Umimachi Diary,2015,7,20210404,"Miła obyczajówka, która niczym szczególnym się nie wyróżnia, choć po prostu miło się ją ogląda i jest porządna"
film,223320,"Człowiek, który śpi",Un Homme qui dort,1974,6,20210209,"Bardzo obiecujący, ale mam wrażenie, że pomysł nie przyjął się w filmowym formacie, funkcjonujący jako eksploracja konceptu, jest to bardzo ciężkostrawne kino"
film,545895,Uncharted,Uncharted,2022,8,20220221,Momenty słabości nadrabia efektowną akcją i trzymaniem się ryzów pierwowzoru - bawiłem się bardzo dobrze i koniec końców taki też był chyba cel produkcji?
film,792989,Nieoszlifowane diamenty,Uncut Gems,2019,9,20210125,"Film typu non-stop palpitacja serca, nigdy nie wiadomo co się zaraz wydarzy, nawet jeśli niby nie wydaje się, że zachwyca, w ostateczności naprawdę daje radę"
film,38575,Underworld,Underworld,2003,7,20201001,"świetna charakteryzacja, scenografia, kostiumy, fajne sceny walki, nie jest to ambitne kino ale całkiem przyjemne i nie za dziurawe"
film,169179,Underworld: Evolution,Underworld: Evolution,2006,5,20201005,"Spoko walki, ale dość sporo niedociągnięć"
film,583957,Kot w Paryżu,Une vie de chat,2010,7,20210304,"Całkiem niezły, choć widać, że trochę kino klasy B, które niemniej jednak całkiem przyzwoicie się ogląda w parze idąca z porządną realizacją"
film,186449,"Upside Down, or The Human Flies","Upside Down, or The Human Flies",1899,8,20210515,ok kreatywnie
film,107889,Urząd,Urząd,1966,9,20210505,"Jeśli jest film, który obrazuje czym jest biurokratyczne piekło - no to jest, przy czym jak naturalnie się go ogląda i jak się zakończył!"
film,479844,Walc z Baszirem,Vals im Bashir,2008,8,20190728,"Może mam krótką pamięć, nie przypominam sobie animowanych filmów wojennych. Ukazujących naturalistycznie konflikt, w tak mocnym i multiwektorowym stylu."
film,519906,Venom,Venom,2018,3,20210922,"Całkiem zaskakujące jak bardzo słaby jest ten film, wyświechtane sceny, bez sensu i kompletnie bezzębny scenariusz, trochę zlepek scen, bez celu"
film,836519,Venom 2: Carnage,Venom: Let There Be Carnage,2021,5,20211127,"Do obejrzenia i zapomnienia, dużo tam dorzucili do miksera ale w zasadzie jest to seans mdły i fajerwerki nawet jakoś takie nietakie"
film,11452,"Victor, Victoria",Victor Victoria,1982,9,20230301,"Film, w którym im więcej czasu zleci, tym staje się śmieszniejszy, do tego świetna charakteryzacja i ten performance!"
film,333552,Wioska idiotów,Village of Idiots,1999,6,20211107,"Raczej luźny i bez polotu, choć ciągnie dalej w dość rześkim stylu"
film,10016021,Dzika noc,Violent Night,2022,6,20221208,"Trochę średni jednak, niektóre sceny przynudzają mocno, film stara się być johnem wickiek świątecznym ale tak trochę nie wychodzi choć seans jest ok"
film,842261,Violet Evergarden Gaiden: Eien to Jidō Shuki Ningyō,Violet Evergarden Gaiden: Eien to Jidō Shuki Ningyō,2019,5,20210126,"Nie wiem, może nie mam serca, mnie nie ruszył, zbyt słodziutkie dla mnie, zbyt powierzchowne i zbyt, jak to mawiają, cringe'owe"
film,854525,Violet Evergarden: Special,"Violet Evergarden: Kitto ""Ai"" o Shiru Hi ga Kuru no Darō",2018,6,20210122,Trochę bardziej przyziemny od serialu samego w sobie ale wciąż zbyt słodziutki jak dla mnie
film,31652,Szepty i krzyki,Viskningar och rop,1972,9,20220831,"Niesamowita scenografia i szczyty gry aktorskiej, festiwal detali i kunsztu realizacyjnego, ze ździebko umykającą kropką nad i."
film,186906,Volver,Volver,2006,6,20220727,"Nie no spoko tylko, że dłuży się w nieskończoność ta opowieść"
film,32515,Wniebowstąpienie,Voskhozhdeniye,1977,8,20230528,"Błyska momentami, ale trochę suchy film, brakuje jakiegoś takiego mocnego spoiwa, inaczej można to rozczytać jako nieco historyczny nieco propagandowy film."
film,720438,W sumie moglibyśmy nakręcić jakiś film,W sumie moglibyśmy nakręcić jakiś film,2014,5,20211114,"Coś tam dynda, ale czterech liter nie urywa, również merytorycznie"
film,97197,Nie żałuję swojej młodości,Waga Seishun ni Kuinashi,1946,7,20210402,"Bardzo dobrze zbudowane postaci, ale kulejąca reżyseria wieku dziecięcego, wartość podbijają dosyć precyzyjne linie dialogowe o sporej wartości merytorycznej"
film,824631,Waka Okami wa Shōgakusei!,Waka Okami wa Shōgakusei!,2018,5,20200919,Fajna kreska ale film trochę o niczym i bazuje zbyt często na dziwnych japońskich kliszach
film,121115,Na krańcu świata,Wake in Fright,1971,8,20220327,"Trochę suchy, ale najmocniejszy film ukazujący australijski realizm, technicznie raczej bez szwanku ale brakuje mocniejszego naciśnięcia by zmieść widza"
film,11531,Walkabout,Walkabout,1971,10,20230403,"Arcydzieło, mezalians, który nie sposób było przewidzieć - surrealistyczna kwintesencja Australii i kompletnie przenikliwie piękna proza życia na drugim krańcu."
film,444649,"Warzywniak, 360 St.","Warzywniak, 360 St.",2006,7,20201016,"W sumie to bardzo fajnie prowadzony i ogólnie bardzo fajny, tylko że bez nic większego meritum ani niczego innego"
film,11558,Wodnikowe Wzgórze,Watership Down,1978,8,20200202,"Jejku, jaki mariaż elementów."
film,12101,Świat Wayne'a,Wayne's World,1992,5,20230403,"Niby przyjemny, ale mocno średni i tak :)"
film,10035859,Zniknięcia,Weapons,2025,6,20251028,"Próbuje być czymś pomiędzy Prisoners a Barbarian, ale nie do końca sięga obydwóch"
film,792836,Weekendy,Weekends,2017,8,20230128,Bardzo ładna i urokliwa animacja z dosyć smutnym tłem
film,229030,Zachodni Bejrut,West Beyrouth,1998,9,20210119,"Być może i nie rozwala, i nie ma wielkiej rozbudowy, ale jest sporo detali i bardzo realistyczne przedstawienie ówczesnych realiów, ze świetną realizacją"
film,11594,Westerplatte,Westerplatte,1967,8,20200929,"Jak na film wojenny trzyma wysoki poziom, jak na film historyczny - raczej też"
film,1236,Co gryzie Gilberta Grape'a,What's Eating Gilbert Grape,1993,8,20210428,"Bardzo dobrze się ogląda, całkiem świetnie napisany i zagrany, DiCaprio to w ogóle poezja, niby uderza w mocne nuty w połączeniu z groteską ale to aż standard"
film,871276,Plan na miłość,What's Love Got to Do with It?,2022,8,20230204,"Śliczny film, porządna struktura choć pod koniec się już dłużył i trochę bez podparcia."
